"n_features","n_samples","n_subjects","feature_std","A","B","C","feature_std.1","time_effect","timevariability","overall_prob_outcome","sd_outcome","mean","sd","icc","icc_pred","auc_value_base","auc","auc_individual","auc_individual_sd","total_n","auc_c","auc_c_individual","auc_c_individual_sd","sd_intercept","sd_residual"
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.8,0.1,0.7908,0.0977757329797713,0.053030403539117,0.99454090531347,0.66044506685247,0.610660519530079,0.490719735619629,0.108507166684024,149,0.611427288495034,0.490041145078483,0.0984618923777073,0.672940604061136,0.0498569517286425
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.2,0.15,0.210666666666667,0.161236483400682,0.151937017684955,0.993436859240645,0.761638626626331,0.735005445328927,0.50368069949597,0.122775566995775,139,0.734456440498936,0.499556293134633,0.124923878625574,0.615859584364924,0.0500573009560061
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.3,0.15,0.295766666666667,0.168522733282811,0.13188445332671,0.995354812729694,0.710760613737457,0.683676178446639,0.501604794265158,0.0967639917240456,149,0.683799876900697,0.503756880241945,0.0974940258102755,0.733195782038872,0.0500878754832972
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.4,0.15,0.3945,0.155679663791135,0.0968776227910157,0.993350824634402,0.669363693802405,0.647294280934896,0.514736813210584,0.0793481489081522,149,0.646752463864188,0.519470670481357,0.0836764349810073,0.611883226615076,0.0500611835994259
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.5,0.15,0.488966666666667,0.167900874266391,0.10827441261703,0.99489093526409,0.67683035195434,0.647784665621699,0.502946499462131,0.0863873762704157,150,0.646025726910262,0.500799991056605,0.0881103003694136,0.697919916298609,0.0500136508176945
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.6,0.15,0.5957,0.166572262973,0.110670719676898,0.994453621800205,0.689546198364874,0.658371640298625,0.49920107420781,0.0916185633302769,150,0.660089585172837,0.500312134735627,0.0932295824297517,0.674887361095245,0.0504015355714284
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.8,0.15,0.78,0.164361689881405,0.153028803692177,0.994108051993023,0.736088052373159,0.708415311874888,0.488286456144809,0.119691694571038,147,0.708287979632661,0.490096985385764,0.116857420910817,0.650802327595375,0.0501027720289245
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.7,0.15,0.7207,0.147823164353436,0.103998913006232,0.994495087313666,0.698000209510247,0.667648490387579,0.509272438198725,0.101108766342149,150,0.665902662753785,0.505578206334435,0.103290314438913,0.670931973052939,0.0499174492402614
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.9,0.15,0.8876,0.172057934678718,0.292610164425337,0.995253631783491,0.890839366778731,0.876785456662306,0.51984216934593,0.164165388613083,94,0.876055260252748,0.50010818206048,0.18312798366413,0.726587738962723,0.0501766766122695
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.1,0.2,0.1016,0.214144403390226,0.498214295647738,0.993903191897395,0.954366101546504,0.948111817732262,0.515180850624132,0.164306647060202,56,0.948220523448959,0.509278711853256,0.160916489475438,0.643869172801904,0.0504285931743219
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.2,0.2,0.191766666666667,0.201581945522476,0.258008946720001,0.994060208429634,0.843265140612701,0.818857407510475,0.488835864084625,0.142861374419645,125,0.817229846307973,0.478238629934079,0.138045794882788,0.643969371783949,0.0497788054012708
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.3,0.2,0.256933333333333,0.193541514082581,0.191903831054919,0.993925712719682,0.771482649670609,0.743807933008058,0.503841234696705,0.123464756270091,144,0.74140270338274,0.500439098803128,0.124185424118768,0.638319850015482,0.0499009772664512
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.5,0.2,0.4836,0.199271424622651,0.15461217475456,0.993804423034174,0.722877765658021,0.692256157540054,0.50016068393227,0.0806290207304552,150,0.690541181269766,0.497106149492414,0.0827078388307831,0.634318225069966,0.0500838383554964
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.4,0.2,0.3864,0.181535323905579,0.134539234077874,0.993216561372827,0.712689870543066,0.679591738483285,0.49451208947119,0.0914250393116415,150,0.679914292670443,0.490486306466507,0.0938488510794823,0.607739956159659,0.0502250946605364
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.6,0.2,0.593166666666667,0.209704503402296,0.177899507854453,0.993541136493067,0.73311681522082,0.703724919668736,0.490981239787728,0.0957483655824351,150,0.703540278879649,0.486054856261929,0.0942958169473535,0.625131082957032,0.050402980709681
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.9,0.2,0.9058,0.195235256470566,0.442604428031881,0.992105406355486,0.942556515502494,0.93248085421721,0.517161915319018,0.170725796919111,67,0.932171336615162,0.504481040449235,0.177345024096835,0.564848280279753,0.0503869177930616
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.1,0.25,0.105766666666667,0.243740934552926,0.623639843367052,0.994190979800047,0.976026075896121,0.969216689501769,0.459725161784891,0.148248408595008,41,0.970983637013753,0.491742136876675,0.180577765366047,0.652506125625977,0.0498770922829886
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.8,0.2,0.8105,0.208787446908518,0.279685093836399,0.994971086396656,0.84804287066089,0.831573524577917,0.502396093308088,0.164871218475395,128,0.832722784999254,0.501088344652713,0.170496777313631,0.703504247476296,0.0500148051165087
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.7,0.2,0.705233333333333,0.195469093891251,0.179472341624246,0.994054732545995,0.762441792123213,0.733906840517507,0.497865653942507,0.115349931753151,148,0.73202153615213,0.4985021036872,0.120355488057039,0.642888943117463,0.0497183269735696
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.2,0.25,0.2085,0.266894110918456,0.427538509705907,0.995208944484676,0.906209558845838,0.893823904658304,0.496506142840239,0.147644565080149,102,0.89447650666487,0.496315735749775,0.151773228752929,0.718232682790488,0.0498337569666214
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.3,0.25,0.272266666666667,0.223583225249515,0.248113708032425,0.99506785307154,0.800239865455938,0.780626726919372,0.518206477974414,0.125442994503635,137,0.779894741653651,0.51324294685085,0.118298016769457,0.711738860544334,0.0501086074464713
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.4,0.25,0.4027,0.249293383937817,0.254199980215057,0.99420627247063,0.792167712200742,0.768065958263986,0.497241891932316,0.107327003596316,148,0.766962514402766,0.497186442519469,0.102665289258154,0.658273242938646,0.0502512635828118
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.5,0.25,0.5357,0.238186683030673,0.223867551293688,0.993956160821261,0.764753207538113,0.740979622669878,0.511624412361652,0.106941697962762,149,0.740106143467087,0.507757391130284,0.108983879371831,0.643497602955887,0.0501787419008118
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.9,0.25,0.943533333333333,0.190497887626495,0.676434730523848,0.992388251209685,0.98906831024183,0.984927444674511,0.526967892531542,0.217349977860557,26,0.983077046359404,0.489087156208216,0.188626181690945,0.573767083536363,0.0502501133778737
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.6,0.25,0.580066666666667,0.278627982393562,0.314604000652221,0.993941914690326,0.817140253748127,0.798324134895896,0.495166123989818,0.122725035477414,145,0.798440365872969,0.49474852529792,0.112678612020655,0.638488837936865,0.0498471691004956
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.7,0.25,0.6777,0.243016301549489,0.26622369787471,0.994560450731459,0.806745583189001,0.784438101681002,0.495924503861614,0.111441277888546,140,0.786039795360318,0.496111161478905,0.113030702646369,0.678255413548095,0.0501601854553812
10,200,150,0.1,0,0.65,0.05,0.1,0,0,0.8,0.25,0.8102,0.249575397815231,0.400970012580852,0.994441529105878,0.897063845548944,0.885160582159749,0.485566441387183,0.167190029396455,108,0.884165814155003,0.47148068639651,0.160181705891258,0.672109391534812,0.0502490673638281
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.1,0.05,0.104633333333333,0.0576965466807281,0.0306777109548272,0.995356189386794,0.647901122119565,0.607232012441518,0.508478173545711,0.152107706460432,146,0.60472303831469,0.504578797382494,0.161747725226826,0.729566476357965,0.0498325210763878
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.2,0.05,0.201733333333333,0.057170376083825,0.0153704701071679,0.995897078110097,0.580734746222887,0.539898946774766,0.495102751761956,0.108330360232352,150,0.549488459068977,0.506150121026962,0.0952734317121494,0.775787987732117,0.0497946227176918
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.3,0.05,0.2955,0.0572517987173839,0.0107972477659487,0.993102266075471,0.550130538543646,0.517468194536969,0.488084907737828,0.08773294145515,150,0.514388337736663,0.482585444664978,0.0810933343280407,0.601392568473567,0.0501203724434254
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.4,0.05,0.393133333333333,0.0721890384386266,0.0169228854529584,0.994400052959309,0.570000207365627,0.5387553655856,0.497706411991499,0.0855293879601218,150,0.538448231171201,0.498939361744222,0.0868939387460521,0.666456863565408,0.0500130609493615
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.5,0.05,0.505933333333333,0.0620034277756352,0.0104304528993134,0.99456490460547,0.547558236588624,0.512563317602611,0.490387491276664,0.0801737907938921,150,0.510581309780067,0.488465806529222,0.0830405479349074,0.674880417034485,0.0498900393957336
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.1,0.1,0.0962,0.103480828558698,0.118653051303932,0.994493604302218,0.783959496937999,0.756195355771796,0.498397304613455,0.176119099874499,126,0.754189399638132,0.503321963302467,0.175309086915494,0.665379794987841,0.0495110709292307
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.6,0.05,0.602633333333333,0.0551468347058656,0.00773740417029583,0.993664118023585,0.52727380726293,0.507436262733887,0.494548296935558,0.0736914227875088,150,0.508702329363229,0.494072822325441,0.0683248393794567,0.628149133541902,0.0501587264098157
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.7,0.05,0.6965,0.0568104997857442,0.0103178789795362,0.99479814016035,0.558986096413874,0.527829835390946,0.502771277117548,0.0826202545375319,150,0.527627013521458,0.502616587373372,0.0836158939116987,0.696552148919011,0.0503692491829539
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.9,0.05,0.898266666666667,0.0478075934923076,0.0201070288137647,0.994897125879689,0.612495014891004,0.565128840946077,0.502462418863214,0.165381219833112,146,0.568322325891048,0.498179201976099,0.156794553558553,0.699099899073935,0.0500676927995003
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.8,0.05,0.8051,0.0556066904863582,0.0147770202316276,0.995294087892298,0.562514382276484,0.533675547221913,0.500526566520501,0.101310852155043,150,0.536997418460394,0.504106975473771,0.0991856303763675,0.723287016996403,0.0497343977400291
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.2,0.1,0.198166666666667,0.0985676217763208,0.0564010955571646,0.995352200454242,0.652030088120594,0.610383041376478,0.508160262631037,0.123713519258915,150,0.60960437085345,0.506579658418292,0.113459954174046,0.73265798654045,0.0500652734136863
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.3,0.1,0.2963,0.118377495934084,0.0624900572706205,0.994635998152842,0.64795035507984,0.612400207205199,0.512682798216908,0.0826478951937068,150,0.61480851589276,0.515698260921885,0.0855439970112259,0.676321062129984,0.0496666977219246
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.4,0.1,0.4025,0.0982117797989384,0.0352731254128586,0.994976494718475,0.593134504205472,0.576782830073152,0.517747226923797,0.0823340321172122,150,0.578103651187522,0.517003336834063,0.0836550592425693,0.701392757690767,0.0498377352007312
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.5,0.1,0.485,0.103656311300775,0.0381959414284258,0.995407451565548,0.596497750355703,0.56828813158585,0.502910989276544,0.0780947291024419,150,0.568624478676851,0.503348348525701,0.0770337585285422,0.731476615809514,0.0496851809458296
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.6,0.1,0.592933333333333,0.100032187213652,0.0366296753951323,0.995349314090443,0.590653518946606,0.560942767701105,0.499100934488862,0.0772101662481704,150,0.55983341735843,0.499411982265188,0.0774079939997851,0.727202454621006,0.0497079760377048
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.1,0.15,0.1087,0.173424286711742,0.306322386156291,0.994663117665407,0.898857317078083,0.884725027996197,0.523091981435734,0.196313441193706,90,0.882564197395346,0.521661082861112,0.181481079068842,0.681438785966364,0.0499151816163586
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.7,0.1,0.701833333333333,0.100939241254608,0.0438922635179081,0.995747665381515,0.621804623494092,0.588720857216075,0.508429155220152,0.0885603517754211,150,0.586979260645976,0.504348721653324,0.0907160086314142,0.769194945237999,0.0502661345290129
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.9,0.1,0.908866666666667,0.0844904717765802,0.081544489332382,0.996023773716274,0.761671646341464,0.730026981707317,0.505205117627178,0.168826073934978,126,0.727080716463415,0.504526189471287,0.176341216572085,0.789331120803176,0.0498723599681342
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.8,0.1,0.801,0.0967665148140706,0.0539911145503089,0.994462252516427,0.643106410579302,0.612363600608342,0.501574588962058,0.100127190694902,150,0.614193158255757,0.507541973387677,0.105860787622887,0.670471228817004,0.0500325420351806
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.2,0.15,0.227033333333333,0.166192151126932,0.15298823235573,0.995435069854423,0.75518685567235,0.728129949577549,0.50402478642919,0.137260600855682,141,0.728264222095602,0.510283520811839,0.136595566194375,0.736752847647161,0.049892173350529
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.3,0.15,0.287433333333333,0.153402939895818,0.110359880856402,0.9931112267585,0.693351499863377,0.665392611505538,0.514076455392778,0.103462211914615,150,0.669766151843851,0.522151473262683,0.103719239687946,0.600044802101375,0.0499753307321195
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.4,0.15,0.3955,0.163899369601303,0.107814997929395,0.994917010352121,0.684796669493115,0.655130763650839,0.512077827440033,0.0885468732236597,150,0.653873537498273,0.508860278644822,0.0873224471772399,0.699539375051735,0.0500009607491389
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.5,0.15,0.4881,0.172014973204984,0.113899770491992,0.994459656976953,0.68778352368984,0.657075862103053,0.496004677694919,0.078444287334324,150,0.658299580733772,0.497216991584961,0.0810968530448124,0.669719726173215,0.0499882385238068
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.6,0.15,0.6092,0.150360952735019,0.0903549727107913,0.995116777449881,0.669060234046158,0.63665668881168,0.506357443709794,0.0886574495965388,150,0.638044263604902,0.51067743147791,0.0890743020969227,0.716623812419177,0.0502004337474243
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.7,0.15,0.687066666666667,0.173747856600817,0.135955470401894,0.995418837591154,0.714938195562432,0.684515387530278,0.498364511223001,0.0882496676275303,149,0.683788064388681,0.495589781802936,0.0908656987875369,0.73694870473849,0.0499944939182758
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.8,0.15,0.811333333333333,0.137450011250786,0.118915871978926,0.993970703111148,0.74773801294759,0.707112233885838,0.483914167023108,0.128979689296335,144,0.709134211592839,0.490024879630917,0.135546361596757,0.646018826128121,0.0503143326876709
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.9,0.15,0.881033333333333,0.177424997545202,0.296220093123774,0.995511355889526,0.891941960972379,0.880870414140376,0.529833220847943,0.160999645407002,96,0.879850249489033,0.517093369508897,0.1700510203204,0.742925391879036,0.0498861145147291
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.1,0.2,0.0928666666666667,0.196128079870391,0.452490036106887,0.994657245601232,0.944712802125593,0.934671447345867,0.512702922944238,0.16788372962304,66,0.936588194960288,0.525588123935926,0.181982955530447,0.676064517872688,0.0495489006631609
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.2,0.2,0.1769,0.204435439670544,0.282899380897053,0.995540791521416,0.854558730619051,0.83517797428345,0.51300517972871,0.170142750506296,128,0.835575614514866,0.50033301003783,0.172358395437226,0.748085386559103,0.0500668801623452
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.3,0.2,0.3244,0.207902532661938,0.192924947656547,0.993428146748994,0.757930903283053,0.735251478260869,0.507304509083231,0.0958654941747306,146,0.735697859804792,0.513354169522143,0.101819015969892,0.611360580541193,0.049724809841296
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.4,0.2,0.378,0.212613964702644,0.187959322145171,0.995038726704574,0.74423369211464,0.722617665351992,0.509141540672327,0.0990751066717586,149,0.723269541446622,0.508726231775434,0.0985548962856387,0.708961709057078,0.050060981863034
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.5,0.2,0.5041,0.19799504264691,0.152417023244855,0.996074803342166,0.71615172070421,0.683633142811484,0.493027149343422,0.0858544613101144,150,0.682631783319179,0.493918940484269,0.0895904629067242,0.800129281016536,0.0502278856529692
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.9,0.2,0.8837,0.217801268631405,0.457439919459173,0.993678469999955,0.938174465502429,0.930362237826046,0.505868243257142,0.162054893000411,70,0.929738072097453,0.498543201055594,0.168495826299482,0.629096459680471,0.0501770821185002
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.6,0.2,0.606866666666667,0.202218025294272,0.167037879344396,0.995069682475098,0.735906919452402,0.713800221997104,0.51444147154114,0.0976926413190664,149,0.713412849545764,0.509689252184087,0.103799018297939,0.707431534760455,0.0497960750582398
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.1,0.25,0.1307,0.282673614763072,0.698485497835806,0.994324260825923,0.98234107852328,0.979371624034642,0.519920931511771,0.137680089971879,45,0.978918128654971,0.501189876979236,0.127316966472227,0.658376700729522,0.0497418175210352
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.7,0.2,0.7057,0.199280610559498,0.186905115972749,0.995465264214038,0.767890368923413,0.744357576383496,0.51554871412969,0.125931553010201,148,0.743510395133194,0.50531217917892,0.131113573150615,0.744780289997444,0.0502679429820855
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.8,0.2,0.789833333333333,0.204450004281143,0.247627295917485,0.995400907948231,0.823493048152409,0.803897914508229,0.495874225378697,0.129026186100861,128,0.804807225424026,0.505506952751515,0.126169219478019,0.733260812105172,0.0498420056728475
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.2,0.25,0.1719,0.221039847298988,0.339139991186833,0.993917956591264,0.882576105789154,0.869774976586867,0.49321481817993,0.141398952502568,104,0.870334691059705,0.48716208005192,0.154167592595275,0.639919458279561,0.050058151164467
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.3,0.25,0.314766666666667,0.26875885293155,0.330795093779588,0.995764291337326,0.837528174951195,0.818408884707688,0.487211865487662,0.142625501783947,141,0.818895639384476,0.492181196808659,0.133697096393847,0.767922334538424,0.0500843527231151
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.4,0.25,0.376433333333333,0.256224744485775,0.275543504214985,0.994493416482681,0.8052501319037,0.784554383219144,0.494174125906657,0.106446837564141,146,0.785603984717772,0.509984706138117,0.10296666170336,0.671271809520274,0.0499503537325993
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.5,0.25,0.513033333333333,0.249295582536145,0.244573166091604,0.993991919100724,0.781946393036208,0.754021016380523,0.485856815835797,0.0948224597946991,150,0.75436811893883,0.488507005378,0.099443686525149,0.641111733729041,0.0498436898008845
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.9,0.25,0.9178,0.224717182432802,0.664699156821569,0.994788015756755,0.983005991523959,0.976733278864465,0.45543516922596,0.155310221704543,33,0.97865797103826,0.459574236192105,0.167939039574175,0.688613871374855,0.0498439029286592
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.6,0.25,0.567666666666667,0.253651630958965,0.257990748406542,0.994695942565361,0.78677841563131,0.767831286936824,0.498806655131932,0.0994471990932634,148,0.76696672309681,0.497189568252934,0.102695849944334,0.689926334480661,0.0503804054339426
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.8,0.25,0.797166666666667,0.269184959657097,0.444024591039664,0.994637031191188,0.913197720227517,0.899416369042485,0.486394177767455,0.158963474089451,103,0.899216802682356,0.487286018071489,0.156763501303816,0.679442580863985,0.049891100544899
10,200,150,0.1,0,0.7,0.05,0.1,0,0,0.7,0.25,0.720033333333333,0.244180245249329,0.291651642603064,0.99535656077643,0.829896536406768,0.810472028120114,0.499303402068505,0.123453041314521,140,0.810107858295275,0.491769185129031,0.13477590174791,0.732667284508381,0.0500423090514079
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.1,0.05,0.1063,0.0506482474172893,0.0221081951967915,0.995568573858986,0.59362310288627,0.557564061808703,0.504048782980911,0.152425556229909,149,0.557582034271683,0.5011873536929,0.151940429372087,0.746907025770451,0.0498313568513821
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.2,0.05,0.205733333333333,0.0541201331698073,0.0129873051793147,0.99516437196233,0.560181202187425,0.540408872220894,0.510113252153368,0.101900496383699,150,0.540127898637342,0.509303205231381,0.0968102875424845,0.713991794924036,0.0497705287702393
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.3,0.05,0.298833333333333,0.0579354439005628,0.0110727690261959,0.994655304169592,0.553994197501041,0.519937884282201,0.492027429286166,0.0795308203952084,150,0.521523895169261,0.494293742098778,0.0810562652966723,0.677665682469486,0.0496753217647375
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.5,0.05,0.503833333333333,0.0629248424247804,0.0108918679592685,0.995849431139373,0.544109608984367,0.530464093029577,0.508669242528963,0.0744863004558553,150,0.528084865112801,0.505648950291099,0.0785680896756406,0.770630701524561,0.0497511677659541
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.4,0.05,0.3989,0.0594715825207029,0.00979810381888397,0.996173244217691,0.546052983561444,0.518314590851455,0.493234480045282,0.0768604967359874,150,0.523609171637683,0.497700077789978,0.0810254199213726,0.809575091036518,0.0501770441794124
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.6,0.05,0.591,0.058435991483598,0.00917153409471609,0.995003736129155,0.548010868573666,0.516789688191505,0.494684132702367,0.0747599503059319,150,0.516882518100174,0.494364641108201,0.0712462162691282,0.702629798036174,0.0497893998843598
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.1,0.1,0.0969666666666667,0.104327338278633,0.119795741871542,0.994776545776838,0.780791763097826,0.742369494923622,0.482811005794895,0.177457944342529,122,0.74027608401468,0.483424177329889,0.149550432543084,0.685489783266948,0.0496726253330095
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.9,0.05,0.8968,0.0573558303502598,0.0306901473273015,0.995722244796955,0.647133835970515,0.593639187008904,0.472917503578656,0.153240526669442,145,0.601299379280364,0.49018714018458,0.174513604636953,0.762146833755244,0.0499548327268758
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.8,0.05,0.8044,0.0576756727006847,0.016220042051774,0.995511375046349,0.577391357308706,0.535867648238282,0.49549787104337,0.0936123349517072,150,0.538627131569259,0.498627079005233,0.095201377916348,0.744534457344775,0.0499940532250898
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.7,0.05,0.703666666666667,0.0569871840845654,0.010625766594724,0.996231680389654,0.548395851623269,0.520823114084865,0.496365279781075,0.0835764545878947,150,0.515962061091922,0.489550747814036,0.0757660203754343,0.817293660580665,0.0502657100036394
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.2,0.1,0.1952,0.109908259486518,0.0722157578755497,0.995875268746617,0.677768620275321,0.64305081736917,0.505928339614969,0.121725284797568,146,0.641660124597792,0.499708873639295,0.120428532231454,0.776529996811895,0.0499750908024099
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.3,0.1,0.3051,0.102525933861116,0.0447871563082131,0.994912717269271,0.622885812344754,0.5908099837647,0.508542097306271,0.0803877922279156,150,0.589119700984921,0.506470132649219,0.085801900208048,0.691946565403916,0.0494792381714029
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.4,0.1,0.404533333333333,0.104790213351809,0.04077603134237,0.995320833226134,0.616539223979655,0.570965899099264,0.490042674811188,0.0876392047548495,150,0.570239502117778,0.490307795372749,0.0866690979201178,0.730266357205364,0.0500707398382382
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.9,0.1,0.900266666666667,0.112048926673485,0.135377824746896,0.994809048646818,0.787476766092479,0.759018460787298,0.495519099158895,0.170431293949854,124,0.760236116345068,0.515238655116024,0.178350574697809,0.691728419203862,0.049967685654431
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.5,0.1,0.492833333333333,0.115171912162777,0.0482918755016815,0.994615557711489,0.609938318246243,0.582254939725716,0.508627621088733,0.088350840010932,150,0.581628985979624,0.508330306999312,0.0886315149368449,0.680623472892297,0.0500783097216332
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.1,0.15,0.0771,0.112130481879117,0.172354594907282,0.995501373951818,0.861299683933816,0.841225466640448,0.519040259439941,0.155018898343984,88,0.840820782792847,0.530873520933178,0.161637528860517,0.749362358590171,0.050374516303271
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.6,0.1,0.594666666666667,0.110606422781981,0.0459672319528981,0.995993290550852,0.607957654834005,0.571447289131961,0.498053668241035,0.0775105922769374,150,0.570918752383215,0.496259850200336,0.0768030905137102,0.784919187068697,0.0497841004306683
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.7,0.1,0.7037,0.0964355158892833,0.0397877322471888,0.995396445640907,0.615208169291686,0.575959977406069,0.495763284772829,0.100282065865711,150,0.575953125591815,0.495390796016226,0.0982836818044555,0.732881932198649,0.0498405252065465
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.8,0.1,0.792566666666667,0.104872464359147,0.0621784459070416,0.99544882465875,0.653419205807811,0.609787039276226,0.491497583677328,0.0969464605043214,150,0.608265297998656,0.49405515548352,0.102368690159587,0.743205008941784,0.0502528784355545
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.2,0.15,0.215133333333333,0.16201328417929,0.151047336766562,0.995904880375143,0.750363843192812,0.720411495303243,0.485360711233091,0.114077048993537,142,0.718225804765737,0.482088876496265,0.112022740268474,0.780504922898158,0.0500495310583007
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.4,0.15,0.419933333333333,0.165576060369058,0.108003465086459,0.995339224731201,0.680208286455774,0.646356169421457,0.494983880535382,0.0933347854087512,150,0.644085278177616,0.489282994736578,0.0957654456688712,0.730998381232261,0.0500218715894432
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.3,0.15,0.303566666666667,0.15696613650386,0.112010451557723,0.994920638821226,0.707176392020264,0.677674271743061,0.505885038629142,0.111236329009058,150,0.679409683712664,0.507520801119822,0.107870055126333,0.699625817394373,0.0499891963599503
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.5,0.15,0.517466666666667,0.144565707717545,0.0790476759821232,0.995850133630169,0.654631414002466,0.622983291860841,0.502727666795172,0.0870626946494966,150,0.623372230857897,0.504835876921789,0.0866414144399189,0.777013966892526,0.0501590021831453
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.6,0.15,0.5983,0.146225244563485,0.0843349037275602,0.995796679741184,0.663303555634901,0.62735593671792,0.499577348690015,0.074058687024708,150,0.628299831545881,0.499657668615466,0.0745943767001938,0.769768468674242,0.0500116313324691
10,200,150,0.1,0,0.75,0.05,0.1,0,0,0.8,0.15,0.783466666666667,0.15906917437749,0.144726668867407,0.995054708577367,0.752739449781839,0.715148263267231,0.496009856719122,0.126128790742532,144,0.715132047816933,0.498965239648496,0.127973854025714,0.710407001871027,0.0500817733424953
