"n_features","n_samples","n_subjects","feature_std","A","B","C","feature_std.1","time_effect","timevariability","overall_prob_outcome","sd_outcome","mean","sd","icc","icc_pred","auc_value_base","auc","auc_individual","auc_individual_sd","total_n","auc_c","auc_c_individual","auc_c_individual_sd","sd_intercept","sd_residual"
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.6,0.15,0.589466666666667,0.156263143518782,0.0963175785385588,0.801459477746117,0.674071616950455,0.62825697093842,0.505323099740414,0.080164269367994,150,0.628009909102547,0.498244842665271,0.0871740689165171,0.100607070120519,0.0500740013948808
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.5,0.15,0.517333333333333,0.154542696980985,0.0910429864068703,0.803891896682798,0.66983532239132,0.617983217750128,0.493878968091247,0.0799523781954983,150,0.614370232056656,0.493784371569432,0.0841773404560002,0.101242816570503,0.0500049690624937
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.1,0.2,0.1102,0.206352048173104,0.430150969559343,0.824072171355243,0.939650177247742,0.881026117338872,0.51057690740183,0.131970881097984,66,0.887384781319674,0.527419344207826,0.114975570150566,0.108192672363934,0.049989926139812
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.9,0.15,0.905733333333333,0.13281337093411,0.202325021250386,0.814362852731246,0.87361823958817,0.796228015149907,0.52185832476462,0.171219875951953,94,0.785988156541878,0.464896873609865,0.186028091038876,0.104347938104576,0.0498204145960813
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.2,0.2,0.194,0.202538421245296,0.258181171506822,0.802856161065917,0.828816978005804,0.754472580684941,0.509832900176165,0.150911229231378,130,0.756387868103372,0.510136984247208,0.147821984435344,0.100534698819775,0.0498182782045292
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.9,0.2,0.915633333333333,0.198715925420335,0.506977881867607,0.818881851152097,0.955367236917097,0.885788597451252,0.528618275454736,0.148762279142074,54,0.885122612895507,0.47307365945389,0.13944074047939,0.106389760393306,0.0500345724647107
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.3,0.2,0.3004,0.200375084520617,0.186736700103238,0.800261066359102,0.755148338648003,0.700080324992694,0.506549617751459,0.103374692278404,149,0.696143970553351,0.515754296988785,0.108719734202845,0.100199339671352,0.0500587935615641
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.4,0.2,0.373866666666667,0.194893833314402,0.15787448656398,0.813574533991832,0.722515646250543,0.67233541964064,0.498999055530275,0.0935823850310781,150,0.672455182398628,0.499160766367073,0.0932775673225626,0.104196703384794,0.0498778729263232
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.1,0.25,0.104733333333333,0.258117726292477,0.705734784105168,0.796700614879765,0.986148035862355,0.941058509535656,0.480873162110206,0.166156007526427,38,0.941065764925374,0.511924552415246,0.159580609554928,0.0989846768172638,0.0500021208992863
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.5,0.2,0.5121,0.213561419422544,0.17821013475307,0.817072438927568,0.74111472975248,0.693284743331809,0.506674903120102,0.105755803714743,150,0.683679233295565,0.492688223313081,0.103891692340515,0.106269192242363,0.0502824778381613
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.6,0.2,0.612133333333333,0.183646277548092,0.13760184512515,0.757986391997556,0.70532175747466,0.658632180486059,0.49992828437252,0.096506665108764,150,0.661217945493258,0.513645616663511,0.086245973098636,0.0878517224047554,0.0496408797187007
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.8,0.2,0.778066666666667,0.192292585605236,0.209878325958378,0.796410264961288,0.792699213139468,0.718226677555567,0.491323350280489,0.12794339422519,135,0.72666347631229,0.510327950621067,0.147221371523169,0.0990553574287895,0.0500826711088256
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.2,0.25,0.223233333333333,0.255954678681891,0.373732137929125,0.762508867098131,0.889836844708564,0.810531114918386,0.503921850323933,0.147569319546081,103,0.815853805403624,0.506568974113356,0.1477800115221,0.0899098695010278,0.0501774535667862
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.7,0.2,0.6883,0.194951232931409,0.172803652533446,0.810018419417832,0.756656298826986,0.69255742636599,0.492130035057556,0.117563633186106,148,0.691453790723164,0.503276453978331,0.113662770652302,0.103043071466905,0.0499030507551335
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.3,0.25,0.301366666666667,0.250012010897159,0.292754857832744,0.781190536121048,0.829083107954304,0.770348434136872,0.492929502887401,0.120416585786234,136,0.769297784543695,0.485134948251588,0.110385844905389,0.0942440423782116,0.0498779356127237
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.4,0.25,0.4118,0.249726212496914,0.25328955310742,0.782662863543829,0.781067515887852,0.724628969095944,0.498238839013329,0.100163842259246,145,0.722534665275086,0.491187278870705,0.0922756515043165,0.0951742840213578,0.0501532666065793
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.9,0.25,0.9151,0.23421973134289,0.701305647101786,0.801400483853681,0.985810786014185,0.940483827517235,0.5198706888755,0.157823412159513,28,0.94369330784809,0.516953375766762,0.137180909783226,0.100320285542593,0.0499405191294065
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.5,0.25,0.483333333333333,0.25189727496832,0.249911262709075,0.798640324545827,0.780487187118099,0.731473911799439,0.501308722283915,0.114895448427399,150,0.730902667846537,0.500041145795807,0.0974022615559004,0.0999573431461124,0.0501909410012489
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.7,0.25,0.6973,0.250418863871215,0.292977207428787,0.803666529126935,0.825036273526428,0.76802812020862,0.504457134939132,0.133450684824271,137,0.773231244031827,0.507852911395207,0.137202425792842,0.100650426877193,0.0497479114519028
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.8,0.25,0.791566666666667,0.262137660865141,0.412398363356908,0.798436404835615,0.902521606318233,0.852614390157465,0.52254393572529,0.139970240762465,111,0.845940294583061,0.521356909906985,0.147829231756248,0.0991111807597836,0.0497976138165811
10,200,150,0.1,0,0.1,0.05,0.1,0,0,0.6,0.25,0.640433333333333,0.233758276361154,0.233081304303687,0.780743798794182,0.774585094697528,0.712618954665387,0.496493573780066,0.107316151576133,148,0.709069775754857,0.488337760972755,0.0914895717458978,0.0942073404057002,0.0499236597017916
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.1,0.05,0.103533333333333,0.0537598021861706,0.0262635926867747,0.915381265348279,0.627946682240276,0.590435327424337,0.518861087683614,0.143767560451551,147,0.583008901958995,0.499414050520904,0.137230526370884,0.16526897077227,0.0502485548617766
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.2,0.05,0.201833333333333,0.0564242577975905,0.0148342600281116,0.898670437235938,0.571482084828049,0.539220276410179,0.501119114943656,0.100541347038129,150,0.534840127488137,0.493695822115883,0.100665490336184,0.14905394646211,0.0500508359993485
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.3,0.05,0.2977,0.0596624453282828,0.0120840153756584,0.894470150338089,0.554300162024343,0.536372002767084,0.51034519305303,0.0879637010979535,150,0.537805875891657,0.508576555039764,0.0907373210831291,0.14643314208515,0.0502972354430719
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.4,0.05,0.399633333333333,0.0638004877499888,0.0120238375515456,0.879868905509371,0.554851763787375,0.533948695555591,0.509253972915209,0.0707465393724076,150,0.532748687262643,0.506573807639553,0.068312537035832,0.135386761237116,0.0500259023405356
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.5,0.05,0.506533333333333,0.0575096918201085,0.00827191098735547,0.906286125292073,0.533302457383578,0.513760556243555,0.497046839813819,0.0726022912703076,150,0.523379697177463,0.505949997030669,0.0705630062258921,0.155485959160885,0.0499989010379013
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.6,0.05,0.599566666666667,0.063581413926304,0.0118956891710496,0.89211158743447,0.551315004680074,0.527179977505308,0.501312283115549,0.0760212671974818,150,0.523665214054267,0.500402170364238,0.0790759172546402,0.144296438156727,0.0501803195247222
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.7,0.05,0.696866666666667,0.0585178991336468,0.0112649921525746,0.909054718370148,0.546397216832853,0.524053629073074,0.499835375690417,0.0910816989438484,150,0.526593253908339,0.503495489471728,0.0894404970971174,0.157957145630966,0.0499613713681679
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.1,0.1,0.0953666666666667,0.08801330105905,0.0851620385713673,0.913857172267792,0.73938529646054,0.677836057943834,0.505372521232357,0.170789451429588,128,0.685356601965079,0.499391810230606,0.157404337901702,0.16282949034662,0.0499923397473181
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.9,0.05,0.8929,0.0580709760124071,0.0304074856837096,0.893047747111165,0.649709048182595,0.589117370928061,0.492618869459206,0.164046915423811,149,0.599563919724486,0.503791571347297,0.173226410979858,0.145037229231657,0.0501923030402882
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.2,0.1,0.212033333333333,0.098703162652842,0.0535560847407574,0.903623549953115,0.643997818865815,0.61576456654455,0.50918794354864,0.114220373674663,150,0.607952279662076,0.49325697552455,0.109505565159063,0.152395873082408,0.049769685754217
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.8,0.05,0.797533333333333,0.0530978161138727,0.0125208495096486,0.897757268070301,0.554571878183119,0.533085056938531,0.500527849946171,0.0983471004769455,150,0.522489406833908,0.492908630155982,0.0930712941162014,0.148015197606887,0.0499508711840221
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.3,0.1,0.306233333333333,0.0980222832265631,0.0404139876086696,0.879114134239617,0.613014593617034,0.574632545632837,0.502180271202929,0.0787600037574573,150,0.577066814716594,0.495874834204795,0.0901319057787613,0.135211872691012,0.0501394954194753
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.4,0.1,0.387033333333333,0.0956259783766534,0.0337034838506334,0.893126930699223,0.597658415119098,0.569386693943656,0.508675305525166,0.0719481563187828,150,0.563641633054751,0.499919169100572,0.0838929770357314,0.144449402501049,0.0499681531930562
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.1,0.15,0.103533333333333,0.184730482677941,0.363592876824437,0.894019974979062,0.92320642872419,0.889794664244688,0.485027739862217,0.169927451104818,78,0.887954952419019,0.482620383754785,0.185866082687023,0.146051410770447,0.0502856599356834
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.5,0.1,0.512133333333333,0.111117488258456,0.0446243383703016,0.89693303299586,0.617640305405854,0.581141187083642,0.499913751115236,0.0692445412872932,150,0.586373096234883,0.508434025084723,0.0758128573086424,0.147650939083967,0.0500513680013483
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.9,0.1,0.878466666666667,0.117787128355623,0.125464415844391,0.894421278473868,0.773988713570734,0.731100023917701,0.520462415804118,0.14799393613167,132,0.736578892464797,0.536750912197263,0.160000174454286,0.145906894184854,0.0501294513116734
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.6,0.1,0.598266666666667,0.109978623100809,0.0455358481187944,0.893299709734977,0.611636694592647,0.581118892597225,0.502915600366425,0.0721614689353953,150,0.582145772967386,0.503714858546251,0.0734239230223411,0.14545722024601,0.0502712272668188
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.8,0.1,0.801866666666667,0.116734866611369,0.0811278575216023,0.91850874598923,0.694128617820478,0.652391802101105,0.497931706962566,0.112608119439656,149,0.65271437082847,0.492194427691524,0.106156443793132,0.167187184614974,0.0497985659892548
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.7,0.1,0.698766666666667,0.110570419522484,0.0533263234202886,0.864808545077084,0.628079776003003,0.583881172577555,0.480887568654684,0.095692171749946,150,0.589955086022844,0.494740606630648,0.0950153828314129,0.126249365703672,0.0499164670624978
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.2,0.15,0.202866666666667,0.144688216830139,0.124969940735914,0.890666605741545,0.743496697587628,0.70179489346486,0.480450388582772,0.125756807851616,143,0.700213517252237,0.484002088336708,0.115585006641714,0.14464965634129,0.0506799569148383
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.3,0.15,0.2797,0.140290004044833,0.0930913046098335,0.919998581379674,0.686224094232438,0.648022119677443,0.498028706913314,0.0916526861305565,150,0.64878739965562,0.500817858396476,0.107623573788502,0.169716339453972,0.0500471004770973
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.1,0.2,0.111366666666667,0.229142621882772,0.526321044573196,0.91183726362308,0.956289191662829,0.93396945852915,0.494136163279272,0.142296851423081,61,0.932128601749856,0.477916783939068,0.173394208866626,0.160077164724565,0.0497752266172326
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.4,0.15,0.3984,0.15366912943816,0.093929900580944,0.89501337239335,0.672545175308601,0.64001239927328,0.502694489904763,0.0936894927774991,150,0.640633418347949,0.505891923153267,0.0882023838096558,0.145962863679156,0.0499913201950368
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.5,0.15,0.489566666666667,0.156819197250841,0.0938164422276551,0.893303093921193,0.652091284905558,0.628034657919015,0.506189325682265,0.0902676366515295,150,0.632591956276498,0.510207489337009,0.0879076785649581,0.144767390308267,0.0500319280766095
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.9,0.15,0.897933333333333,0.161320252025735,0.279817767280554,0.908918391634922,0.889714549152744,0.854591662165251,0.49593537868163,0.170207450966258,93,0.858575365210281,0.521743972978834,0.157353109334094,0.156757914372449,0.0496229268889571
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.6,0.15,0.608033333333333,0.154759931717885,0.0959063432172426,0.920471155284272,0.674989571463189,0.643117186541207,0.492694240803696,0.082459836682871,150,0.641881519528451,0.496180493946187,0.0930940856776266,0.169594343064508,0.0498503953581615
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.8,0.15,0.809366666666667,0.146237253980993,0.134145678014527,0.903630063191008,0.75217132794531,0.713317587209302,0.50043627047168,0.129155875027941,139,0.711383010158446,0.51016636752393,0.133645579064862,0.152975075463424,0.0499569743751281
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.7,0.15,0.706366666666667,0.150035674355862,0.1039723337306,0.920600045343095,0.683585797138122,0.654617592514624,0.506181115532315,0.0884229767096762,150,0.653202650371168,0.497337013546834,0.0950168397126668,0.170852978611996,0.0501761327673842
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.2,0.2,0.244433333333333,0.224615657317793,0.269027242057427,0.896837591979439,0.828802899544807,0.798588998513672,0.514259753325585,0.136261543602166,136,0.802764993548236,0.514357443857575,0.145753435361807,0.147015910314753,0.0498618250852654
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.3,0.2,0.2934,0.202959082727886,0.194402616028084,0.91581423988219,0.763682721406785,0.72974195820475,0.497546269164206,0.107388584642393,143,0.733155744310009,0.499807454671955,0.104367197185643,0.165928885518558,0.0503080656461361
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.4,0.2,0.390166666666667,0.205028576062551,0.172325695244968,0.897888546474237,0.737552919815157,0.705793608713519,0.499348125220161,0.105661085673516,150,0.705784563141929,0.499066148919074,0.0998795777988217,0.148653495333487,0.0501303963871397
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.5,0.2,0.4794,0.201837964115746,0.158848134516009,0.908562743667289,0.721417501569774,0.693880100180455,0.50448973953714,0.0907189657807396,150,0.693001284324197,0.502687087408333,0.0911841933022545,0.15652377960274,0.0496551681917216
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.6,0.2,0.6068,0.192862819418606,0.151492686922574,0.894995706022745,0.72598721371292,0.697482168257437,0.508733711214887,0.0955833269018081,150,0.69907769692222,0.51425584036814,0.0946643029259358,0.145286385730076,0.0497643085071173
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.9,0.2,0.8932,0.200057273678509,0.41546192423581,0.893140194858473,0.940448903344757,0.916422786508194,0.476917152327272,0.165754088447259,63,0.917518671301928,0.48832385246058,0.166199670467791,0.144375687601733,0.0499391834727655
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.1,0.25,0.111333333333333,0.272119241200925,0.743436994698456,0.911970551703237,0.987439989550921,0.974318834224678,0.513624915098431,0.17339431615917,32,0.972241219972966,0.495503030933073,0.177136563014326,0.161884737316786,0.0502955414088288
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.7,0.2,0.7305,0.188714078318775,0.176561317271554,0.898843283131716,0.753941723783431,0.722808241730026,0.511536265324215,0.136057099730242,148,0.723862818824315,0.504375217821974,0.119386955272105,0.148585702988138,0.0498462392193047
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.2,0.25,0.1711,0.241422566684844,0.406875368611485,0.88089375016766,0.910038674736227,0.887613196464262,0.504803063856485,0.163763121619591,101,0.888119407792993,0.520395322289694,0.146554021677006,0.135668723157935,0.0498867542527152
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.8,0.2,0.800366666666667,0.198264362079254,0.241824629683132,0.928674062307535,0.830498486129685,0.803390456568294,0.529531674861298,0.155952892565751,134,0.801283504255497,0.517028891176693,0.185660024370926,0.179920444723402,0.0498623339285391
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.3,0.25,0.292466666666667,0.234763730053315,0.262180363363318,0.8997286628583,0.815939130104172,0.789500351553632,0.488643594395395,0.138058298053758,142,0.787046512517597,0.485337254953247,0.12375062673229,0.150204616377111,0.0501436456287488
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.4,0.25,0.372166666666667,0.253848509933633,0.271635027417428,0.905862723158973,0.802279318596215,0.774055276938044,0.486355512096904,0.114654847592386,147,0.77219643807388,0.496488378593774,0.109669576297069,0.155310855617983,0.0500669843405562
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.5,0.25,0.5206,0.25527582135103,0.25693719817154,0.892720668622305,0.789841744164185,0.75895932423248,0.491269524815144,0.119042343814092,149,0.757239615531914,0.492957885252495,0.116687479780727,0.144469804779305,0.0500814990802722
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.9,0.25,0.887833333333333,0.259332789145004,0.67066198420935,0.888086941658007,0.979779061579067,0.963792434848913,0.469749421615383,0.128554193141122,39,0.964560093511356,0.501987579654964,0.138354664236638,0.140569649509801,0.0499004201107708
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.7,0.25,0.7047,0.232765854353726,0.256187783820843,0.866126583808935,0.80601243276329,0.777369804353363,0.502214469629995,0.130043603686885,139,0.77372950788637,0.480797905802799,0.141657964647294,0.12696022118559,0.0499142050805872
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.8,0.25,0.797766666666667,0.272043926986601,0.454596353450394,0.905174138750185,0.905985283235041,0.880472758860277,0.51376781742869,0.144276838452044,112,0.878546758498597,0.496424536377586,0.138198444345299,0.153939970607745,0.0498251630401743
10,200,150,0.1,0,0.15,0.05,0.1,0,0,0.6,0.25,0.5871,0.235645101994418,0.224840662243643,0.911279680286334,0.775641082777001,0.741395299681289,0.502167926535602,0.0972331751617294,149,0.740776493567844,0.496127381350961,0.0988798940801889,0.160010571350093,0.0499268747759826
10,200,150,0.1,0,0.2,0.05,0.1,0,0,0.1,0.05,0.101566666666667,0.056850022479577,0.0305624910947923,0.945151544082594,0.653342199901707,0.610234954516223,0.5216299466317,0.154835985973134,147,0.608027244447282,0.515781598142721,0.160576245733461,0.207465340716468,0.0499777882294375
10,200,150,0.1,0,0.2,0.05,0.1,0,0,0.2,0.05,0.202566666666667,0.0566507511535724,0.0149398512366149,0.946924592343097,0.567913395139162,0.539564273523151,0.498898634825648,0.0988169957068256,150,0.545434270558331,0.505085175991661,0.103842133921322,0.209862834123423,0.049684909717992
10,200,150,0.1,0,0.2,0.05,0.1,0,0,0.3,0.05,0.301133333333333,0.0567289169857082,0.0103418632542827,0.940215111197592,0.555687681976237,0.528282298717658,0.499677049269987,0.0902583407724254,150,0.521510813110379,0.489807108516263,0.0934565501267323,0.197732579661056,0.049860925073534
10,200,150,0.1,0,0.2,0.05,0.1,0,0,0.4,0.05,0.401233333333333,0.0652510296317916,0.0127841363533391,0.944648459551,0.553012318458328,0.530936975469283,0.499467802651138,0.0780815974661103,150,0.528621789465481,0.501337654513737,0.075137218149831,0.206925500668485,0.0500891613487232
