"n_features....n_features","n_samples....n_samples","n_subjects....n_subjects","feature_std","A","B","C","overall_prob_outcome","sd_outcome","time_effect","mean","sd","icc","icc_pred","auc_value_base","auc","auc_individual","auc_individual_sd","total_n","sd_intercept","sd_residual"
10,90,150,0.1,0,0.1,0.1,0.41,0.05,FALSE,0.417185185185185,0.0694495797256139,0.00882145686090234,0.498846124715068,0.534354068654308,0.500212788325654,0.498735337051436,0.0647805212802827,150,0.0999347968489543,0.100165688160525
10,90,150,0.1,0,0.1,0.1,0.45,0.05,FALSE,0.437555555555556,0.0770302846999661,0.0131417537678818,0.478244234209713,0.5429287192628,0.490410486374612,0.491332069203543,0.0766187385168332,150,0.0957177741784229,0.099977287138215
10,90,150,0.1,0,0.1,0.1,0.48,0.05,FALSE,0.473185185185185,0.0739965789010928,0.0109727401999113,0.480226873881017,0.542598866820577,0.503249299473063,0.532886172493371,0.0878369051979661,150,0.0965443644921157,0.100440903082639
10,90,150,0.1,0,0.1,0.1,0.42,0.05,FALSE,0.416148148148148,0.065343400517282,0.00653269612013188,0.495146559329102,0.515116701368281,0.504709457376089,0.504525894840217,0.06150164186832,150,0.098992017121297,0.0999576301773644
10,90,150,0.1,0,0.1,0.1,0.44,0.05,FALSE,0.439777777777778,0.0674730008944139,0.00744785831174383,0.493470629552179,0.542407706056946,0.499074163452956,0.501576612014888,0.0758962737357051,150,0.0982666536534569,0.0995583816650779
10,90,150,0.1,0,0.1,0.1,0.47,0.05,FALSE,0.476296296296296,0.0707624125274679,0.0090612768372675,0.490786832048142,0.526940218331857,0.50393892759046,0.533471349116601,0.0883785458992433,150,0.0984901145436789,0.100321959073448
10,90,150,0.1,0,0.1,0.1,0.46,0.05,FALSE,0.460222222222222,0.0728123085820703,0.0103423702112496,0.520468740948116,0.539874820492498,0.506165543191663,0.514970516066172,0.0772261979719911,150,0.103667478237708,0.0995070084619223
10,90,150,0.1,0,0.1,0.1,0.5,0.05,FALSE,0.495185185185185,0.0689686659700265,0.00800387960946651,0.422750640800314,0.515251364424898,0.497382213010654,0.544806853492225,0.084076373508843,150,0.0858785297304682,0.100351574991889
10,90,150,0.1,0,0.1,0.1,0.49,0.05,FALSE,0.507111111111111,0.0640847272455488,0.00537757250298668,0.500397258440179,0.520846136287816,0.512168659537982,0.544455672474187,0.0812300065065059,150,0.100229571710236,0.100149969233795
10,90,150,0.1,0,0.1,0.1,0.51,0.05,FALSE,0.51,0.0735987108433247,0.0106801780148281,0.502108769358271,0.54813152375378,0.505856745683348,0.533510236000595,0.0821126512402034,150,0.10043015091954,0.100007472321782
10,90,150,0.1,0,0.1,0.1,0.52,0.05,FALSE,0.520962962962963,0.076434947585988,0.0124337439968635,0.518478733656335,0.529904866257578,0.489867665083874,0.55236434903632,0.0912622680377754,150,0.104638029331055,0.100839762529947
10,90,150,0.1,0,0.1,0.1,0.53,0.05,FALSE,0.521407407407407,0.0706619936953242,0.00899531654422302,0.491706894532695,0.538300593882954,0.505803038729252,0.541396104973383,0.0805288508669784,150,0.0982617764019326,0.0999053099923299
10,90,150,0.1,0,0.1,0.1,0.54,0.05,FALSE,0.532592592592593,0.0742701853390951,0.0111681013647045,0.513516253681496,0.542485459559143,0.495766228702416,0.526299204551998,0.0894700312014976,150,0.102132974728314,0.0994083926372315
10,90,150,0.1,0,0.1,0.1,0.55,0.05,FALSE,0.549407407407407,0.0668842666351265,0.00703535087531006,0.510474765888855,0.531007470126518,0.510182357448598,0.52117525105024,0.0877962942571533,150,0.101901113857703,0.0997882333116109
10,90,150,0.1,0,0.1,0.1,0.56,0.05,FALSE,0.559481481481481,0.0706624627261387,0.0092483646989807,0.501107803567586,0.537169765012164,0.503891747360085,0.508781124095066,0.0770951116571146,150,0.0999733521466428,0.0997520953118776
10,90,150,0.1,0,0.1,0.1,0.57,0.05,FALSE,0.567851851851852,0.0768846846241069,0.0131194157395418,0.491321567246323,0.547936252545422,0.495809711426466,0.500332786508621,0.0731705045504763,150,0.0988774766634318,0.100608835617299
10,90,150,0.1,0,0.1,0.1,0.58,0.05,FALSE,0.584592592592593,0.0744164100348185,0.0118207082182254,0.50472556638604,0.529499180022708,0.498043005864982,0.498180940496847,0.0654793634442298,150,0.101762924911109,0.100805652274581
10,90,150,0.1,0,0.1,0.1,0.59,0.05,FALSE,0.59562962962963,0.0765038601047789,0.0133333693182819,0.520074115768554,0.547903398649667,0.498775318738005,0.500486932625612,0.0546109266906461,150,0.104724842878883,0.100601437085097
10,90,150,0.1,0,0.1,0.1,0.61,0.05,FALSE,0.608074074074074,0.0642734323161059,0.00629093061233309,0.480238221392836,0.519396635475789,0.506619113360945,0.504368831118192,0.049437660979766,150,0.0971668390333789,0.101086202976947
10,90,150,0.1,0,0.1,0.1,0.6,0.05,FALSE,0.606518518518519,0.070616130897545,0.00989073686616086,0.480189277496033,0.537993401558777,0.507533595036762,0.50675202348441,0.0551735390518598,150,0.0957610190998033,0.0996334449942837
10,90,150,0.1,0,0.1,0.1,0.62,0.05,FALSE,0.620296296296296,0.0752684225447495,0.0130840959287168,0.440420717694671,0.545066533699456,0.504352004488414,0.504418862131065,0.0489560612269344,150,0.0886733524413058,0.0999516738131147
10,90,150,0.1,0,0.1,0.1,0.63,0.05,FALSE,0.630814814814815,0.0652235893468451,0.00723387919426489,0.479026111107695,0.53306022463903,0.49776079908039,0.498454162279833,0.038988319649978,150,0.095424175809071,0.0995146002247896
10,90,150,0.1,0,0.1,0.1,0.64,0.05,FALSE,0.641925925925926,0.0732759889984649,0.0123824989647351,0.473704707661004,0.559050683808079,0.498815260276243,0.498181998009685,0.0336548643226184,150,0.0951880641248308,0.100332904990347
10,90,150,0.1,0,0.1,0.1,0.65,0.05,FALSE,0.638222222222222,0.0745909384805247,0.013127623960467,0.472356701803691,0.541690383416133,0.495971901929846,0.495599790235963,0.0354374403340972,150,0.0942128491213466,0.0995738524558305
10,90,150,0.1,0,0.1,0.1,0.66,0.05,FALSE,0.659555555555556,0.0666577175201512,0.00877180562963542,0.502110955053253,0.537647996025598,0.498448519271146,0.498108247030461,0.0280786697257518,150,0.0995631887468796,0.0991437255129151
10,90,150,0.1,0,0.1,0.1,0.67,0.05,FALSE,0.666518518518519,0.071973548444153,0.0123279312583765,0.52274441826064,0.541092113651038,0.49863528146483,0.498485185205647,0.0194980607292201,150,0.104964533562974,0.100293638305215
10,90,150,0.1,0,0.1,0.1,0.69,0.05,FALSE,0.684222222222222,0.0697434428223939,0.0115263078109321,0.567525423050454,0.537113858268935,0.499385371761952,0.499408288825792,0.0176183553103908,150,0.114725118278257,0.100148891076572
10,90,150,0.1,0,0.1,0.1,0.68,0.05,FALSE,0.674296296296296,0.0724800270678037,0.0129490665866832,0.491844900389126,0.550015621651134,0.503096180596878,0.502053164155151,0.0208736866882341,150,0.0982960153873331,0.09991253336083
10,90,150,0.1,0,0.1,0.1,0.7,0.05,FALSE,0.703185185185185,0.0682066317370984,0.0113005144548291,0.425163228942928,0.53748765307198,0.498788154306892,0.498596179085809,0.0115026230664526,150,0.0864065860803568,0.100471125833401
10,90,150,0.1,0,0.1,0.1,0.72,0.05,FALSE,0.722740740740741,0.0666957016895187,0.0112088236810271,0.461874350063958,0.54043172292259,0.499409585062502,0.499010763018658,0.0107009343779722,150,0.0929920320791598,0.100375024076093
10,90,150,0.1,0,0.1,0.1,0.71,0.05,FALSE,0.69837037037037,0.0733691037278788,0.014601227325479,0.470664647024883,0.559692871623357,0.501265214923024,0.501177782499127,0.0193263607256433,150,0.0943658013114771,0.100074699125428
10,90,150,0.1,0,0.1,0.1,0.73,0.05,FALSE,0.733407407407407,0.0682450083844023,0.0128482310233919,0.525262135689913,0.550796704580228,0.498647277646263,0.498695669860824,0.00556307734085596,150,0.105621245736536,0.100413053449174
10,90,150,0.1,0,0.1,0.1,0.74,0.05,FALSE,0.746814814814815,0.0724966011205155,0.0168672668046211,0.468633926873906,0.569839278528653,0.499836280288147,0.499722222222222,0.00340206908719886,150,0.0938349843853508,0.0999182534162777
10,90,150,0.1,0,0.1,0.1,0.76,0.05,FALSE,0.753851851851852,0.0674910091711766,0.0135834118082318,0.468559616399007,0.553594344813907,0.500365190965686,0.500131944444444,0.00850057354387453,150,0.0936173793250768,0.0997014164345211
10,90,150,0.1,0,0.1,0.1,0.75,0.05,FALSE,0.75037037037037,0.0711943336034453,0.0161226015015294,0.522561411480692,0.554684942551905,0.499653295706511,0.499757237922392,0.0118102583564806,150,0.10431068943285,0.0997054519778725
10,90,150,0.1,0,0.1,0.1,0.78,0.05,FALSE,0.787185185185185,0.063336364079225,0.0129749308511875,0.510446935131803,0.560521754780652,0.500926884139482,0.500317469501108,0.00776884271633463,149,0.102284337697488,0.100169089001381
10,90,150,0.1,0,0.1,0.1,0.77,0.05,FALSE,0.766814814814815,0.0690475508845148,0.0157216030246165,0.506136774390125,0.557973396926374,0.500424768785562,0.500507675416371,0.0115874205518007,150,0.100987155995263,0.099755199054534
10,90,150,0.1,0,0.1,0.1,0.79,0.05,FALSE,0.79437037037037,0.0602937909934214,0.0112662228195172,0.489643651270255,0.558654873164219,0.5,0.5,0,150,0.0974824210414668,0.0995228956754614
10,90,150,0.1,0,0.1,0.1,0.8,0.05,FALSE,0.798814814814815,0.0705921906528575,0.0201137836514761,0.494292872407615,0.571525351195597,0.499808860617774,0.499710976011312,0.00512313512674472,149,0.0992196194837966,0.100358675378995
10,90,150,0.1,0,0.1,0.1,0.81,0.05,FALSE,0.809037037037037,0.0715277997992094,0.0222443307075861,0.514862929940472,0.591616093558149,0.499392281981161,0.499456654456654,0.00508386850931399,150,0.102918296654308,0.0999031100736011
10,90,150,0.1,0,0.1,0.1,0.86,0.05,FALSE,0.868962962962963,0.0585019815094162,0.0191526883950229,0.481257536153544,0.581496975479019,0.499715989775632,0.49968058076225,0.0027357289063401,145,0.0964419318817514,0.100127420964315
10,90,150,0.1,0,0.1,0.1,0.82,0.05,FALSE,0.824518518518519,0.0610252486993396,0.0147875239042263,0.490545344384277,0.56584656045191,0.5,0.5,0,149,0.097616946905007,0.0994806029698423
10,90,150,0.1,0,0.1,0.1,0.83,0.05,FALSE,0.833851851851852,0.0567629669171284,0.0122782851379123,0.523185538817988,0.55640289675881,0.5,0.5,0,147,0.103783623695189,0.0990776447306391
10,90,150,0.1,0,0.1,0.1,0.85,0.05,FALSE,0.846962962962963,0.0579877254028907,0.0149934598440256,0.448272454173111,0.568336322744379,0.500379233568483,0.5006968428397,0.0119266839102852,147,0.0898076196771707,0.09963329493862
10,90,150,0.1,0,0.1,0.1,0.87,0.05,FALSE,0.876740740740741,0.0572427859442349,0.0194200476338435,0.547416873889126,0.589999263894001,0.500772911299227,0.500462487153135,0.00902724494825283,139,0.110235194898462,0.100232915532927
10,90,150,0.1,0,0.1,0.1,0.84,0.05,FALSE,0.842666666666667,0.0648021648818139,0.0207871476148547,0.530823318873683,0.588313471614643,0.499851676060516,0.499838030450275,0.00196377642581506,147,0.106509893776847,0.100134368773455
10,90,150,0.1,0,0.1,0.1,0.88,0.05,FALSE,0.885851851851852,0.0549768014508449,0.0189840793481469,0.501816497378701,0.579654892115071,0.499861572535991,0.49989417989418,0.00122951852260553,135,0.0995787145179805,0.0992176003415838
10,90,150,0.1,0,0.1,0.1,0.89,0.05,FALSE,0.896888888888889,0.0571960620175523,0.0245274006967145,0.506289873890719,0.607696998123828,0.499587912087912,0.499603174603175,0.00342030520673401,132,0.100492092031721,0.0992357792043252
10,90,150,0.1,0,0.1,0.1,0.1,0.06,FALSE,0.115481481481481,0.0723399678817361,0.0405535430319451,0.56851968103709,0.653920719456733,0.5,0.5,0,131,0.113601186359948,0.0989670466888861
10,90,150,0.1,0,0.1,0.1,0.11,0.06,FALSE,0.109703703703704,0.0680723865311638,0.036726483843249,0.525953264351774,0.658338145054361,0.5,0.5,0,136,0.104115396747502,0.0988443753234086
10,90,150,0.1,0,0.1,0.1,0.13,0.06,FALSE,0.129037037037037,0.0635459839930241,0.0250894782591533,0.539345380613712,0.620404228692119,0.500803174471937,0.500407925407925,0.00728960710877777,143,0.108252173117997,0.100043956097592
10,90,150,0.1,0,0.1,0.1,0.9,0.05,FALSE,0.89837037037037,0.055194751826239,0.0224986797696394,0.49180413446176,0.606291158336613,0.499862258953168,0.499873737373737,0.00145064713296415,132,0.0982311904645076,0.0998547855567895
10,90,150,0.1,0,0.1,0.1,0.12,0.06,FALSE,0.113185185185185,0.0644599568188463,0.0306135358013811,0.520611810918263,0.622829626232515,0.499859550561798,0.499888591800356,0.00129923170562506,136,0.104340817954559,0.100124622948945
10,90,150,0.1,0,0.1,0.1,0.14,0.06,FALSE,0.136592592592593,0.0740901300023791,0.0358179377520101,0.490621014337359,0.630420799463047,0.5,0.5,0,143,0.0977088162630443,0.0995591524935458
10,90,150,0.1,0,0.1,0.1,0.15,0.06,FALSE,0.157851851851852,0.0720461533823671,0.0282391161444097,0.527752722214116,0.601597012670727,0.499560632688928,0.499570361145704,0.00379616762468471,146,0.106864079105562,0.101088380312292
10,90,150,0.1,0,0.1,0.1,0.16,0.06,FALSE,0.164888888888889,0.0782724230479272,0.033742611544781,0.509055879002593,0.607239429335911,0.499852724594993,0.49986301369863,0.00165521177720474,146,0.101550638945898,0.0997277368225592
10,90,150,0.1,0,0.1,0.1,0.17,0.06,FALSE,0.168222222222222,0.0678863081387691,0.0220630199136102,0.469385871246781,0.587580190317183,0.5,0.5,0,147,0.09414363148369,0.100095682499243
10,90,150,0.1,0,0.1,0.1,0.18,0.06,FALSE,0.186518518518519,0.0830341301944119,0.0347012551239522,0.487893309807342,0.61156017753525,0.5,0.5,0,146,0.0970855150004149,0.0994654454680634
10,90,150,0.1,0,0.1,0.1,0.19,0.06,FALSE,0.184296296296296,0.0671642710210754,0.0191024838158481,0.511168114518487,0.588612824788312,0.500108948547092,0.499790268456376,0.00833243578514892,149,0.102559962022886,0.100294181083305
10,90,150,0.1,0,0.1,0.1,0.21,0.06,FALSE,0.207407407407407,0.0711826945199196,0.0199269447470484,0.496281792593782,0.567338873994051,0.499843309307427,0.499845392702536,0.00187451386100528,147,0.0999249986301272,0.100670865971353
10,90,150,0.1,0,0.1,0.1,0.2,0.06,FALSE,0.193037037037037,0.0751560551354701,0.0254230995085445,0.547022586320578,0.574353377371283,0.499546964663244,0.499615322319404,0.00340002555884928,147,0.109120693392409,0.0992985168083608
10,90,150,0.1,0,0.1,0.1,0.23,0.06,FALSE,0.226518518518519,0.0795399260042552,0.0252700845889777,0.482016058220674,0.557563671356366,0.501214805887481,0.500929758810194,0.0146582728137519,148,0.0964214025848849,0.0999541520658528
10,90,150,0.1,0,0.1,0.1,0.22,0.06,FALSE,0.219555555555556,0.066612953753421,0.0149463862529677,0.50304334512192,0.56412922384702,0.499626546681665,0.499614557226399,0.00642882527342065,150,0.100123143486748,0.0995155683595217
10,90,150,0.1,0,0.1,0.1,0.27,0.06,FALSE,0.266518518518519,0.0742625987720619,0.0172870030076293,0.488008228210466,0.549191581396889,0.501246266927716,0.500885441948085,0.0109847595894725,150,0.0974739010877227,0.0998403893859966
10,90,150,0.1,0,0.1,0.1,0.26,0.06,FALSE,0.252444444444444,0.0723081574439835,0.0167756266327451,0.462528143456306,0.544445467928842,0.499532030035612,0.499357338824858,0.0120651764357683,150,0.0926226283926252,0.0998448993405537
10,90,150,0.1,0,0.1,0.1,0.28,0.06,FALSE,0.274962962962963,0.078716890006763,0.0201882274626145,0.485710695348596,0.572259091977609,0.500777458360065,0.500407640629081,0.0114793652404246,150,0.0972931587915765,0.10011455394142
10,90,150,0.1,0,0.1,0.1,0.24,0.06,FALSE,0.242518518518519,0.0702816400970864,0.0159498074648866,0.508950367546278,0.557109069859906,0.500158843386268,0.500378342128012,0.0163017639456521,149,0.100941395846409,0.099150357619987
10,90,150,0.1,0,0.1,0.1,0.25,0.06,FALSE,0.238962962962963,0.074904271402462,0.019955812560455,0.513825038136522,0.563988679911398,0.500058281909597,0.499689932048628,0.00839775619559488,150,0.102679402347447,0.0998784962305031
10,90,150,0.1,0,0.1,0.1,0.29,0.06,FALSE,0.299259259259259,0.0697481551596583,0.0122196072496556,0.534720527024568,0.551758836730632,0.498843071880206,0.498670071491061,0.0137594881265531,150,0.107314999003771,0.100104579161407
10,90,150,0.1,0,0.1,0.1,0.31,0.06,FALSE,0.309333333333333,0.0755687140360057,0.0157889374259899,0.509378131543999,0.550667405485646,0.501147382469903,0.499983241663737,0.0156105696671357,150,0.101757916842871,0.0998668865842842
10,90,150,0.1,0,0.1,0.1,0.3,0.06,FALSE,0.300740740740741,0.0811883185672773,0.0204537644765966,0.515642248066054,0.568725422474114,0.503010010184644,0.502830893271248,0.0251264738951199,150,0.103998331466377,0.100794132744113
10,90,150,0.1,0,0.1,0.1,0.32,0.06,FALSE,0.314222222222222,0.0733547976632098,0.0140114623105342,0.544837103079962,0.541944016998228,0.500010913520425,0.499844699504142,0.0191445787664896,150,0.109642650922714,0.100214281289675
10,90,150,0.1,0,0.1,0.1,0.33,0.06,FALSE,0.334518518518518,0.0744426821684929,0.0139331825260928,0.5350505943626,0.546581469490673,0.498718665369317,0.498170701025847,0.0264403387352492,150,0.107534598819293,0.100242904627328
10,90,150,0.1,0,0.1,0.1,0.34,0.06,FALSE,0.345259259259259,0.0782090595776961,0.0161213668776158,0.523723539102718,0.552184746959879,0.501940519797663,0.5000514213086,0.0279948023906789,150,0.104443040327682,0.0995996970684411
10,90,150,0.1,0,0.1,0.1,0.35,0.06,FALSE,0.336518518518518,0.0752308752532985,0.014393157912156,0.485149208033874,0.546617008069522,0.497282419628788,0.497173651115191,0.0237197671667205,150,0.097456663537873,0.10039557426967
10,90,150,0.1,0,0.1,0.1,0.36,0.06,FALSE,0.352296296296296,0.0821206485755778,0.0186445022140638,0.468460600423658,0.559700282072445,0.500841058771475,0.499161946408362,0.0359554328926331,150,0.0942121546299122,0.100354795806661
10,90,150,0.1,0,0.1,0.1,0.37,0.06,FALSE,0.374814814814815,0.0723945819932318,0.0113778928660614,0.499222039785657,0.542722139732136,0.495445170723114,0.493361956191657,0.0456490665779697,150,0.0998746984437655,0.100030216608451
10,90,150,0.1,0,0.1,0.1,0.41,0.06,FALSE,0.402074074074074,0.0772098865856676,0.0138351288300763,0.46713287939889,0.532439460876001,0.50687348537831,0.503992199759096,0.0516765420645409,150,0.0932125429030788,0.0995551198953566
10,90,150,0.1,0,0.1,0.1,0.4,0.06,FALSE,0.392074074074074,0.0728699420031179,0.0112891107352348,0.539613702380273,0.538056901338151,0.501799790862291,0.503303598849347,0.0529693530613045,150,0.107741955132229,0.0995186697559731
10,90,150,0.1,0,0.1,0.1,0.39,0.06,FALSE,0.390074074074074,0.0747093317021264,0.0124837949500943,0.443307171533686,0.534714292930549,0.503505712038782,0.504262295022771,0.0545107043820365,150,0.0891086045535864,0.0998562097297185
10,90,150,0.1,0,0.1,0.1,0.38,0.06,FALSE,0.374740740740741,0.0749722700322381,0.0130186939053746,0.4555783768635,0.563456745059186,0.50158783959952,0.499943593855767,0.0397529354387561,150,0.0907769024411867,0.0992342269596369
10,90,150,0.1,0,0.1,0.1,0.42,0.06,FALSE,0.426444444444444,0.0845772925736585,0.0183331009503016,0.516452928148284,0.57038415437446,0.500647178065563,0.504442073050157,0.073086033877376,150,0.102225632353478,0.0989153774466844
10,90,150,0.1,0,0.1,0.1,0.44,0.06,FALSE,0.430074074074074,0.0819388335056659,0.0164583891139166,0.472982433392475,0.559746093632817,0.503911117022021,0.509493836190158,0.0763245539376901,150,0.0945442457782487,0.0997987591898265
10,90,150,0.1,0,0.1,0.1,0.43,0.06,FALSE,0.433407407407407,0.0729399507702887,0.0106695623704642,0.482381983669619,0.541307592124645,0.503050283989385,0.501164587370257,0.0665888660541051,150,0.096801249245536,0.100274409809858
