"","outcome","overall_prob_outcome","sd_outcome","num_subjects","num_samples","icc_data","icc_pred","shuffle_AUC random intercept only:","shuffle_Accuracy random intercept only:","shuffle_AUC:","shuffle_Accuracy:","shuffle_Mean AUC within-person:","shuffle_SD AUC within-person:","shuffle_% of AUC > 0.5 within-person:","shuffle_N included within-person:","real_AUC random intercept only:","real_Accuracy random intercept only:","real_AUC:","real_Accuracy:","real_Mean AUC within-person:","real_SD AUC within-person:","real_% of AUC > 0.5 within-person:","real_N included within-person:","centered_AUC random intercept only:","centered_Accuracy random intercept only:","centered_AUC:","centered_Accuracy:","centered_Mean AUC within-person:","centered_SD AUC within-person:","centered_% of AUC > 0.5 within-person:","centered_N included within-person:","subjectwise_AUC random intercept only:","subjectwise_Accuracy random intercept only:","subjectwise_AUC:","subjectwise_Accuracy:","subjectwise_Mean AUC within-person:","subjectwise_SD AUC within-person:","subjectwise_% of AUC > 0.5 within-person:","subjectwise_N included within-person:","movingwindow_AUC random intercept only:","movingwindow_Accuracy random intercept only:","movingwindow_AUC:","movingwindow_Accuracy:","movingwindow_Mean AUC within-person:","movingwindow_SD AUC within-person:","movingwindow_% of AUC > 0.5 within-person:","movingwindow_N included within-person:","movingwindow_Mean AUC random intercept only:","movingwindow_SD AUC within-person base:","movingwindow_% of AUC > 0.5 within-person base:","movingwindow_N included within-person base:","movingwindowshuffle_AUC random intercept only:","movingwindowshuffle_Accuracy random intercept only:","movingwindowshuffle_AUC:","movingwindowshuffle_Accuracy:","movingwindowshuffle_Mean AUC within-person:","movingwindowshuffle_SD AUC within-person:","movingwindowshuffle_% of AUC > 0.5 within-person:","movingwindowshuffle_N included within-person:","movingwindowshuffle_Mean AUC random intercept only:","movingwindowshuffle_SD AUC within-person base:","movingwindowshuffle_% of AUC > 0.5 within-person base:","movingwindowshuffle_N included within-person base:"
"11","physically_hungry",0.136666666666667,0.162559930469203,20,150,0.216262785006977,0.483121626681896,0.790058479532164,0.89821029082774,0.719348852901484,0.890380313199105,0.531823939066915,0.172591077554177,55.5555555555556,18,0.803038033395176,0.893736017897092,0.679336734693877,0.890380313199105,0.4697241972457,0.18328528885911,35.2941176470588,17,0.803038033395176,0.893736017897092,0.671353200371057,0.876957494407159,0.452775758391933,0.21535182656301,29.4117647058824,17,0,0,0.464562226571494,0.897091722595078,0.48472622001897,0.0673042316333516,50,6,0.741788218586348,0.887686567164179,0.670861859818337,0.873507462686567,0.521772311543044,0.153084783173239,47.3684210526316,19,0.492152973893443,0.141926307376338,36.8421052631579,19,0.746907561350567,0.882835820895522,0.660458065250812,0.873880597014925,0.48582730607522,0.0899769864876157,47.3684210526316,19,0.468124749908898,0.0961769911858127,36.8421052631579,19
"12","physically_tired",0.235,0.137460254755427,20,150,0.09854629633384,0.483121626681896,0.706930821120558,0.757270693512304,0.615186952467173,0.752796420581656,0.489963847930666,0.113840614085134,55,20,0.700354674493296,0.779642058165548,0.647437531407264,0.775167785234899,0.523770969635152,0.135055312251959,60,20,0.700354674493296,0.779642058165548,0.637401772644182,0.768456375838926,0.549779753567015,0.166022434549474,50,20,0,0,0.534709512662269,0.695749440715884,0.50165842358393,0.074554419462312,16.6666666666667,6,0.687790166473093,0.764925373134328,0.620784746418892,0.748880597014925,0.55216248784983,0.0949955448822403,85,20,0.55278940597021,0.0896016032423931,80,20,0.656393341076268,0.76455223880597,0.58540379403794,0.738805970149254,0.491695327314719,0.0893298778725191,45,20,0.509255124307303,0.0728982431972173,50,20
"13","physically_uncomfortable",0.186,0.167092788593643,20,150,0.177237479535532,0.483121626681896,0.787680065292797,0.813199105145414,0.692691287492349,0.808724832214765,0.509785390387009,0.0890620767763413,73.3333333333333,15,0.775418290255393,0.791946308724832,0.698815644862543,0.788590604026846,0.498393872307052,0.180814387197763,66.6666666666667,18,0.775418290255393,0.791946308724832,0.683824829186938,0.797539149888143,0.523811943161437,0.140977198735728,55.5555555555556,18,0,0,0.622684079205819,0.697986577181208,0.60250266662865,0.0948388814395987,83.3333333333333,6,0.793375165944369,0.823880597014925,0.697621984382451,0.805597014925373,0.535326755923719,0.178020474871743,70,20,0.555781284198491,0.151774874434023,70,20,0.752067686563541,0.814925373134328,0.62678406381363,0.804850746268657,0.51493366929021,0.103613548178764,60,20,0.468244614750553,0.102871821945756,30,20
"14","physically_energized",0.138333333333333,0.165432270906586,20,150,0.221807423465173,0.483121626681896,0.761624895218182,0.863534675615213,0.682282689572679,0.852348993288591,0.544603216324986,0.156447710902346,58.8235294117647,17,0.757158567239212,0.880313199105145,0.708986175115208,0.871364653243848,0.540053696826183,0.125534047083706,58.8235294117647,17,0.757158567239212,0.880313199105145,0.738180770842061,0.868008948545861,0.579142379800298,0.127760540869979,70.5882352941177,17,0,0,0.532330476008046,0.881431767337808,0.554307935008737,0.0545793757870976,60,5,0.779632476888623,0.888805970149254,0.71961455130167,0.879850746268657,0.589611563636386,0.123111429811933,72.2222222222222,18,0.576627135165205,0.127488922175964,66.6666666666667,18,0.725872211140662,0.878731343283582,0.650752507203014,0.864925373134328,0.481299434997085,0.0961698695008939,44.4444444444444,18,0.455371279142973,0.0865017936270067,27.7777777777778,18
"15","physically_good",0.459666666666667,0.308260351723092,20,150,0.371214135073883,0.483121626681896,0.834344537475226,0.739373601789709,0.747062451967804,0.671140939597315,0.496631604320858,0.144740854043194,44.4444444444444,18,0.847683023678127,0.760626398210291,0.807140364099892,0.722595078299776,0.592485527550706,0.0995649485476736,82.3529411764706,17,0.847683023678127,0.760626398210291,0.763542462302662,0.615212527964206,0.480372649204487,0.105647623835523,58.8235294117647,17,0,0,0.628829059610114,0.574944071588367,0.565334603582667,0.0681389740198091,83.3333333333333,6,0.854042672907546,0.763805970149254,0.783126649046942,0.705970149253731,0.599730016741806,0.0960262560545328,89.4736842105263,19,0.616514984696166,0.130801538765764,84.2105263157895,19,0.822130656362006,0.730970149253731,0.734371079749103,0.661940298507463,0.501680391053848,0.0735280591116539,47.3684210526316,19,0.460030586802734,0.0673252847267923,26.3157894736842,19
"16","feeling_angry",0.0386666666666667,0.0587829787990642,20,150,0.086438741590175,0.483121626681896,0.795186781609195,0.973154362416107,0.734698275862068,0.970917225950783,0.568446399975682,0.208079103133705,85.7142857142857,7,0.755232558139535,0.961968680089485,0.654103967168263,0.963087248322148,0.478748142227705,0.217043054390742,53.8461538461538,13,0.755232558139535,0.961968680089485,0.640406976744186,0.961968680089485,0.493735619161198,0.262429563159004,38.4615384615385,13,0,0,0.500363290856249,0.953020134228188,0.51894609495318,0.147756853687727,66.6666666666667,6,0.691566269642069,0.960820895522388,0.701586957513806,0.962686567164179,0.555160545354016,0.160926455850144,73.3333333333333,15,0.478981908059597,0.155693074586924,33.3333333333333,15,0.639634281288038,0.963432835820896,0.626385178393589,0.960074626865672,0.409011112949527,0.151531138490789,18.75,16,0.408512018584282,0.154617324830278,31.25,16
"17","feeling_anxious",0.182,0.179539371628933,20,150,0.208925662953826,0.483121626681896,0.783814536863317,0.843400447427293,0.698292335487457,0.827740492170022,0.442181831625607,0.184869818827494,33.3333333333333,18,0.779618035223638,0.841163310961969,0.741520652222872,0.860178970917226,0.57786797798797,0.176359579688499,75,16,0.779618035223638,0.841163310961969,0.737390207648304,0.851230425055928,0.536214231514702,0.179958580740771,62.5,16,0,0,0.52757354377466,0.784116331096197,0.531488998429619,0.0711610643264467,83.3333333333333,6,0.788551230680635,0.854477611940298,0.719761732090472,0.835074626865672,0.57752448266107,0.138987835161221,73.6842105263158,19,0.56803227194771,0.142183212986684,52.6315789473684,19,0.767556490454843,0.824626865671642,0.663722383139908,0.809701492537313,0.489978054538577,0.103988936392819,63.1578947368421,19,0.470156235713649,0.0927742336283258,42.1052631578947,19
"18","feeling_awe",0.054,0.10368418084127,20,150,0.202940688492114,0.483121626681896,0.91814626762118,0.958612975391499,0.756299473335647,0.958612975391499,0.464943293469129,0.216434838092003,42.8571428571429,7,0.874483009166108,0.953020134228188,0.6748546836575,0.948545861297539,0.51843721799292,0.251507995462999,50,10,0.874483009166108,0.953020134228188,0.746828191370445,0.950782997762864,0.503565152753641,0.210783064796176,50,10,0,0,0.515893999016233,0.955257270693512,0.533133851611111,0.0169055043963504,100,3,0.850214035078047,0.959701492537313,0.731443172515305,0.947761194029851,0.491291523036433,0.21699335769285,33.3333333333333,12,0.57238278695018,0.138153623748874,66.6666666666667,12,0.793932789651293,0.946641791044776,0.681303430821147,0.946641791044776,0.480216656376372,0.205394902940972,33.3333333333333,12,0.400143953649199,0.183324602874853,25,12
"19","feeling_compassion",0.105666666666667,0.123634530273801,20,150,0.154817000763583,0.483121626681896,0.821950732273732,0.887024608501119,0.661225075849325,0.88255033557047,0.442136473999995,0.158403270994987,50,14,0.827746449456976,0.89261744966443,0.732841217627403,0.889261744966443,0.544318429900925,0.223573516972285,68.75,16,0.827746449456976,0.89261744966443,0.769619360902256,0.891498881431767,0.462317868110026,0.153388084781699,37.5,16,0,0,0.604708726686622,0.903803131991051,0.605471746214227,0.168337939406748,83.3333333333333,6,0.80861451181604,0.890671641791045,0.65566693853127,0.886194029850746,0.472011959823004,0.145110667752109,64.7058823529412,17,0.529641650396533,0.176187034405396,70.5882352941177,17,0.776260571204787,0.894029850746269,0.649144290548108,0.889179104477612,0.510895765545569,0.155420688010418,47.0588235294118,17,0.519714064123747,0.158202718756748,52.9411764705882,17
"20","feeling_content",0.385666666666667,0.280711502023734,20,150,0.322630306729411,0.483121626681896,0.818545356225497,0.774049217002237,0.728206029471407,0.681208053691275,0.506417610554058,0.11529007342579,57.8947368421053,19,0.811319754153564,0.74496644295302,0.754097882517645,0.697986577181208,0.545667520339591,0.164689408968099,75,20,0.811319754153564,0.74496644295302,0.710852030778531,0.630872483221476,0.520303541263009,0.144824274350764,75,20,0,0,0.60373831775701,0.61744966442953,0.550713777063033,0.0573501889879757,83.3333333333333,6,0.822309819586496,0.759701492537313,0.744172190275522,0.70410447761194,0.593273059813162,0.0970389167546343,89.4736842105263,19,0.59647986792315,0.0864620057000078,84.2105263157895,19,0.801984048084484,0.75820895522388,0.702498945747182,0.664179104477612,0.469788886177693,0.0830833592492366,35,20,0.459744275747558,0.0959915734744778,30,20
"21","feeling_enthusiastic",0.122666666666667,0.106368002927495,20,150,0.0985717537122003,0.483121626681896,0.734553313778812,0.880313199105145,0.656467835979527,0.876957494407159,0.570131057434882,0.153649441317363,64.7058823529412,17,0.747216915881695,0.893736017897092,0.64852776496937,0.89261744966443,0.503069595267265,0.209049168851443,44.4444444444444,18,0.747216915881695,0.893736017897092,0.705520057967196,0.893736017897092,0.563451574478185,0.211330319590586,66.6666666666667,18,0,0,0.532899147591228,0.881431767337808,0.535555376129965,0.0758053662747286,66.6666666666667,6,0.724062205051323,0.88955223880597,0.680815970715727,0.879477611940298,0.559881008058523,0.158085162858388,73.6842105263158,19,0.564221581937713,0.127943664352985,63.1578947368421,19,0.658078174728045,0.880223880597015,0.614915973917858,0.878731343283582,0.514779859775394,0.053272564845997,68.421052631579,19,0.43038740911848,0.0897659527650865,15.7894736842105,19
"22","feeling_grateful",0.263666666666667,0.245611541340724,20,150,0.301307628985095,0.483121626681896,0.842233312538989,0.79082774049217,0.74413763666809,0.778523489932886,0.483801283692391,0.168648161345928,56.25,16,0.828140927624872,0.782997762863535,0.75585499490316,0.768456375838926,0.529860694832258,0.199849839721778,61.1111111111111,18,0.828140927624872,0.782997762863535,0.780323012232416,0.73489932885906,0.524327428118521,0.107444005363693,61.1111111111111,18,0,0,0.514902527429467,0.686800894854586,0.504439444742313,0.0449068199894761,66.6666666666667,6,0.834139395428712,0.801865671641791,0.754074444406785,0.769029850746269,0.620911572212358,0.0973302712053016,90,20,0.599250057200766,0.122333397619899,80,20,0.809294063505362,0.789925373134328,0.700426864540322,0.744402985074627,0.524941933042526,0.153402391585602,45,20,0.47930655751255,0.103891210574813,45,20
"23","feeling_guilty",0.0276666666666667,0.052327131155556,20,150,0.0952374815727008,0.483121626681896,0.911002304147465,0.970917225950783,0.777029422190712,0.970917225950783,0.656834700928575,0.115830084854264,100,6,0.848377445339471,0.972035794183445,0.597146144994247,0.972035794183445,0.419815941026008,0.209580890349692,33.3333333333333,6,0.848377445339471,0.972035794183445,0.771185270425776,0.972035794183445,0.479718149836217,0.19401533132474,33.3333333333333,6,0,0,0.45141891075957,0.945190156599553,0.479588078426241,0.153453803165712,66.6666666666667,3,0.766703127771536,0.97089552238806,0.586013717258913,0.970149253731343,0.522171172332085,0.0840337894457155,57.1428571428571,7,0.537745331742601,0.15532992204284,42.8571428571429,7,0.767992322456816,0.972014925373134,0.603063339731286,0.972014925373134,0.532898470656298,0.175419579188833,50,8,0.426990115537584,0.0725513977460247,25,8
"24","feeling_happy",0.233666666666667,0.229685521085878,20,150,0.285573964510939,0.483121626681896,0.814443264718978,0.803131991051454,0.749577011336781,0.788590604026846,0.597073994279615,0.124005695479782,77.7777777777778,18,0.781995601979109,0.806487695749441,0.731627954920286,0.774049217002237,0.552999819543851,0.170086891418398,55.5555555555556,18,0.781995601979109,0.806487695749441,0.753415338097857,0.807606263982103,0.549997809854566,0.218142101339174,55.5555555555556,18,0,0,0.671697367009868,0.752796420581656,0.596123706257018,0.113288063998129,83.3333333333333,6,0.829015440636907,0.836940298507463,0.758117157252555,0.789925373134328,0.577020311241873,0.134702344214648,72.2222222222222,18,0.563377447279837,0.139792708161922,61.1111111111111,18,0.795698945568449,0.808955223880597,0.709282532310037,0.771268656716418,0.511479087998708,0.136560466827139,52.6315789473684,19,0.49554500078209,0.0850762198871284,31.578947368421,19
"25","feeling_resentful",0.035,0.0503031744199623,20,150,0.0684295279170443,0.483121626681896,0.742148919753086,0.966442953020134,0.540065586419752,0.966442953020134,0.485867360374878,0.329428941466835,45.4545454545455,11,0.76214108472173,0.970917225950783,0.585918114143922,0.969798657718121,0.506139246730477,0.282261395141336,50,12,0.76214108472173,0.970917225950783,0.709367245657569,0.970917225950783,0.626925171027388,0.259124471575974,75,12,0,0,0.436719833564494,0.921700223713647,0.466731164353579,0.0918295156349208,40,5,0.708853360423116,0.963805970149254,0.6460953624871,0.962686567164179,0.5455192259482,0.176118842391338,73.3333333333333,15,0.467574975428259,0.199665524836909,40,15,0.693390442701515,0.965298507462687,0.566793853469166,0.964925373134328,0.531417967933315,0.212789933471633,50,14,0.486207200723277,0.130326072516832,50,14
"26","feeling_restless",0.102333333333333,0.116985029281628,20,150,0.142159651270015,0.483121626681896,0.804761904761905,0.906040268456376,0.640196942974721,0.907158836689038,0.449223851004564,0.179000157404363,41.1764705882353,17,0.722466422466422,0.899328859060403,0.643988603988604,0.916107382550336,0.600899325521336,0.193979720740398,64.7058823529412,17,0.722466422466422,0.899328859060403,0.633357753357752,0.900447427293065,0.510771792857185,0.176099662456356,52.9411764705882,17,0,0,0.486517005633768,0.880313199105145,0.54348928101434,0.0981629839889605,83.3333333333333,6,0.765702574580611,0.907089552238806,0.628730587861534,0.896641791044776,0.552580547094065,0.134224158039722,55,20,0.54090168204257,0.117181838244267,75,20,0.703585086842254,0.897761194029851,0.578151179937636,0.895149253731343,0.479432212289254,0.108980211959035,40,20,0.500547488551957,0.117961713872828,45,20
"27","feeling_sad",0.101333333333333,0.13081123402586,20,150,0.180694322235137,0.483121626681896,0.798235389786404,0.900447427293065,0.727739076222487,0.899328859060403,0.52720827057824,0.190944345511688,64.2857142857143,14,0.802073739350679,0.911633109619687,0.789776652083814,0.91834451901566,0.57086769631515,0.154547081976498,76.9230769230769,13,0.802073739350679,0.911633109619687,0.715670331568041,0.911633109619687,0.636493184105122,0.111896634047553,92.3076923076923,13,0,0,0.670310787358421,0.871364653243848,0.608459223519314,0.0468992766738877,100,5,0.77607218645253,0.905970149253731,0.745519996865128,0.907462686567164,0.604598040725415,0.148232969705026,61.1111111111111,18,0.553060996739137,0.11957786680861,72.2222222222222,18,0.75021175456365,0.895149253731343,0.700649129470207,0.896268656716418,0.50224006272989,0.144460848894186,64.7058823529412,17,0.472667845005331,0.081701782158507,47.0588235294118,17
